tender_id,buyer_id,buyer_name,tender_title,category,sub_category,location,state,estimated_value_inr,procurement_method,award_criteria,publication_date,submission_deadline,technical_evaluation_date,financial_evaluation_date,award_date,contract_duration_days,status
T309,B05,State Health Infrastructure Development Agency,Rural Road Upgrade for State Health Infrastructure Development Agency at Dehradun,Road Infrastructure,Rural Road Upgrade,Dehradun,Himachal Pradesh,102923151,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-20 11:30:00,2024-03-14 04:30:00,2024-03-20,2024-03-24,2024-04-03,365,AWARDED
T310,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Haridwar,Civil Construction,Community Health Center,Haridwar,Himachal Pradesh,166216910,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-22 11:30:00,2024-03-28 04:30:00,2024-04-03,2024-04-07,2024-04-11,180,AWARDED
T311,B07,Education Engineering Directorate,Rural Water Supply Pipeline for Education Engineering Directorate at Jaipur,Water & Sanitation,Rural Water Supply Pipeline,Jaipur,Himachal Pradesh,16629765,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-23 11:30:00,2024-03-16 04:30:00,2024-03-26,2024-03-31,2024-04-09,365,AWARDED
T312,B08,State Electricity Board Ltd (HPSEBL),Substation 33/11kV for State Electricity Board Ltd (HPSEBL) at New Delhi,Electrical & Energy,Substation 33/11kV,New Delhi,Himachal Pradesh,14083130,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-26 11:30:00,2024-03-26 04:30:00,2024-04-04,2024-04-11,2024-04-18,365,AWARDED
T313,B01,Public Works Department (PWD) - Roads Division,Pavement Overlay for Public Works Department (PWD) at Shimla,Road Infrastructure,Pavement Overlay,Shimla,Himachal Pradesh,138187982,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-26 11:30:00,2024-04-01 04:30:00,2024-04-10,2024-04-15,2024-04-18,540,AWARDED
T314,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at Solan,Civil Construction,Community Health Center,Solan,Himachal Pradesh,51542021,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-27 11:30:00,2024-03-21 04:30:00,2024-03-31,2024-04-06,2024-04-14,540,AWARDED
T315,B03,Municipal Corporation Solan - Works Wing,Lift Irrigation Scheme for Municipal Corporation Solan at Mandi,Water & Sanitation,Lift Irrigation Scheme,Mandi,Himachal Pradesh,98907722,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-28 11:30:00,2024-03-21 04:30:00,2024-03-30,2024-04-04,2024-04-12,90,AWARDED
T316,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Dharamshala,Electrical & Energy,Solar Microgrid 500kW,Dharamshala,Himachal Pradesh,33933651,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-29 11:30:00,2024-03-23 04:30:00,2024-03-29,2024-04-03,2024-04-11,180,AWARDED
T317,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at Chandigarh,Road Infrastructure,Highway Widening,Chandigarh,Himachal Pradesh,82072750,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-04 11:30:00,2024-03-31 04:30:00,2024-04-05,2024-04-11,2024-04-20,240,AWARDED
T318,B06,Jal Shakti / State Water & Sewerage Board,Administrative Complex for Jal Shakti / State Water & Sewerage Board at Mohali,Civil Construction,Administrative Complex,Mohali,Himachal Pradesh,57602880,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-04 11:30:00,2024-04-08 04:30:00,2024-04-17,2024-04-21,2024-04-27,180,AWARDED
T319,B07,Education Engineering Directorate,Sewage Treatment Plant for Education Engineering Directorate at Ludhiana,Water & Sanitation,Sewage Treatment Plant,Ludhiana,Himachal Pradesh,62253243,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-04 11:30:00,2024-04-03 04:30:00,2024-04-11,2024-04-15,2024-04-19,240,AWARDED
T320,B08,State Electricity Board Ltd (HPSEBL),Solar Microgrid 500kW for State Electricity Board Ltd (HPSEBL) at Ambala,Electrical & Energy,Solar Microgrid 500kW,Ambala,Himachal Pradesh,150755116,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-06 11:30:00,2024-04-04 04:30:00,2024-04-13,2024-04-17,2024-04-23,180,AWARDED
T321,B01,Public Works Department (PWD) - Roads Division,Highway Widening for Public Works Department (PWD) at Panchkula,Road Infrastructure,Highway Widening,Panchkula,Himachal Pradesh,29675456,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-07 11:30:00,2024-04-08 04:30:00,2024-04-16,2024-04-19,2024-04-26,180,AWARDED
T322,B02,National Highways Authority of India (NHAI) - RO Shimla,District Sports Stadium for National Highways Authority of India (NHAI) at Dehradun,Civil Construction,District Sports Stadium,Dehradun,Himachal Pradesh,120167004,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-08 11:30:00,2024-04-02 04:30:00,2024-04-11,2024-04-15,2024-04-22,540,AWARDED
T323,B03,Municipal Corporation Solan - Works Wing,Stormwater Drainage Network for Municipal Corporation Solan at Haridwar,Water & Sanitation,Stormwater Drainage Network,Haridwar,Himachal Pradesh,174291895,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-03-11 11:30:00,2024-04-03 04:30:00,2024-04-11,2024-04-15,2024-04-25,540,AWARDED
T324,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Jaipur,Electrical & Energy,Solar Microgrid 500kW,Jaipur,Himachal Pradesh,98348130,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-11 11:30:00,2024-04-07 04:30:00,2024-04-14,2024-04-17,2024-04-24,240,AWARDED
T325,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at New Delhi,Road Infrastructure,Highway Widening,New Delhi,Himachal Pradesh,104250679,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-12 11:30:00,2024-04-14 04:30:00,2024-04-18,2024-04-25,2024-04-28,90,AWARDED
T326,B06,Jal Shakti / State Water & Sewerage Board,Govt Senior School for Jal Shakti / State Water & Sewerage Board at Shimla,Civil Construction,Govt Senior School,Shimla,Himachal Pradesh,145320100,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-13 11:30:00,2024-04-10 04:30:00,2024-04-15,2024-04-18,2024-04-25,240,AWARDED
T327,B07,Education Engineering Directorate,Stormwater Drainage Network for Education Engineering Directorate at Solan,Water & Sanitation,Stormwater Drainage Network,Solan,Himachal Pradesh,92500105,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-15 11:30:00,2024-04-17 04:30:00,2024-04-22,2024-04-28,2024-05-01,240,AWARDED
T328,B08,State Electricity Board Ltd (HPSEBL),Substation 33/11kV for State Electricity Board Ltd (HPSEBL) at Mandi,Electrical & Energy,Substation 33/11kV,Mandi,Himachal Pradesh,61692044,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-03-18 11:30:00,2024-04-11 04:30:00,2024-04-18,2024-04-23,2024-04-29,365,AWARDED
T329,B01,Public Works Department (PWD) - Roads Division,Pavement Overlay for Public Works Department (PWD) at Dharamshala,Road Infrastructure,Pavement Overlay,Dharamshala,Himachal Pradesh,79641496,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-18 11:30:00,2024-04-22 04:30:00,2024-04-30,2024-05-03,2024-05-12,540,AWARDED
T330,B02,National Highways Authority of India (NHAI) - RO Shimla,Administrative Complex for National Highways Authority of India (NHAI) at Chandigarh,Civil Construction,Administrative Complex,Chandigarh,Himachal Pradesh,143000602,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-19 11:30:00,2024-04-18 04:30:00,2024-04-25,2024-04-28,2024-05-06,240,AWARDED
T331,B03,Municipal Corporation Solan - Works Wing,Sewage Treatment Plant for Municipal Corporation Solan at Mohali,Water & Sanitation,Sewage Treatment Plant,Mohali,Himachal Pradesh,133763714,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-20 11:30:00,2024-04-17 04:30:00,2024-04-27,2024-05-04,2024-05-09,540,AWARDED
T332,B04,Rural Development & Panchayati Raj Dept,Smart Metering System for Rural Development & Panchayati Raj Dept at Ludhiana,Electrical & Energy,Smart Metering System,Ludhiana,Himachal Pradesh,157237080,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-03-21 11:30:00,2024-04-24 04:30:00,2024-05-01,2024-05-06,2024-05-16,540,AWARDED
T333,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at Ambala,Road Infrastructure,Highway Widening,Ambala,Himachal Pradesh,165205545,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-22 11:30:00,2024-04-27 04:30:00,2024-05-03,2024-05-07,2024-05-12,540,AWARDED
T334,B06,Jal Shakti / State Water & Sewerage Board,Govt Senior School for Jal Shakti / State Water & Sewerage Board at Panchkula,Civil Construction,Govt Senior School,Panchkula,Himachal Pradesh,87706774,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-25 11:30:00,2024-04-25 04:30:00,2024-05-01,2024-05-04,2024-05-11,240,AWARDED
T335,B07,Education Engineering Directorate,Lift Irrigation Scheme for Education Engineering Directorate at Dehradun,Water & Sanitation,Lift Irrigation Scheme,Dehradun,Himachal Pradesh,62692908,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-25 11:30:00,2024-04-26 04:30:00,2024-05-02,2024-05-07,2024-05-10,365,AWARDED
T336,B08,State Electricity Board Ltd (HPSEBL),Solar Microgrid 500kW for State Electricity Board Ltd (HPSEBL) at Haridwar,Electrical & Energy,Solar Microgrid 500kW,Haridwar,Himachal Pradesh,165347030,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-26 11:30:00,2024-04-19 04:30:00,2024-04-23,2024-04-29,2024-05-03,365,AWARDED
T337,B01,Public Works Department (PWD) - Roads Division,Pavement Overlay for Public Works Department (PWD) at Jaipur,Road Infrastructure,Pavement Overlay,Jaipur,Himachal Pradesh,141312291,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-28 11:30:00,2024-04-21 04:30:00,2024-04-26,2024-04-29,2024-05-02,90,AWARDED
T338,B02,National Highways Authority of India (NHAI) - RO Shimla,Administrative Complex for National Highways Authority of India (NHAI) at New Delhi,Civil Construction,Administrative Complex,New Delhi,Himachal Pradesh,104463093,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-03-29 11:30:00,2024-04-28 04:30:00,2024-05-03,2024-05-06,2024-05-11,240,AWARDED
T339,B03,Municipal Corporation Solan - Works Wing,Sewage Treatment Plant for Municipal Corporation Solan at Shimla,Water & Sanitation,Sewage Treatment Plant,Shimla,Himachal Pradesh,70815908,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-01 11:30:00,2024-05-01 04:30:00,2024-05-07,2024-05-11,2024-05-18,240,AWARDED
T340,B04,Rural Development & Panchayati Raj Dept,Substation 33/11kV for Rural Development & Panchayati Raj Dept at Solan,Electrical & Energy,Substation 33/11kV,Solan,Himachal Pradesh,17424288,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-01 11:30:00,2024-05-04 04:30:00,2024-05-10,2024-05-13,2024-05-21,365,AWARDED
T341,B05,State Health Infrastructure Development Agency,Bridge Construction for State Health Infrastructure Development Agency at Mandi,Road Infrastructure,Bridge Construction,Mandi,Himachal Pradesh,48511076,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-02 11:30:00,2024-05-03 04:30:00,2024-05-08,2024-05-14,2024-05-20,180,AWARDED
T342,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Dharamshala,Civil Construction,Community Health Center,Dharamshala,Himachal Pradesh,82326068,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-03 11:30:00,2024-05-02 04:30:00,2024-05-06,2024-05-11,2024-05-19,180,AWARDED
T343,B07,Education Engineering Directorate,Sewage Treatment Plant for Education Engineering Directorate at Chandigarh,Water & Sanitation,Sewage Treatment Plant,Chandigarh,Himachal Pradesh,19168351,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-04 11:30:00,2024-05-01 04:30:00,2024-05-11,2024-05-18,2024-05-27,365,AWARDED
T344,B08,State Electricity Board Ltd (HPSEBL),Smart Metering System for State Electricity Board Ltd (HPSEBL) at Mohali,Electrical & Energy,Smart Metering System,Mohali,Himachal Pradesh,160919544,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-08 11:30:00,2024-05-09 04:30:00,2024-05-18,2024-05-24,2024-05-29,180,AWARDED
T345,B01,Public Works Department (PWD) - Roads Division,Pavement Overlay for Public Works Department (PWD) at Ludhiana,Road Infrastructure,Pavement Overlay,Ludhiana,Himachal Pradesh,51996945,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-08 11:30:00,2024-05-14 04:30:00,2024-05-20,2024-05-26,2024-06-05,240,AWARDED
T346,B02,National Highways Authority of India (NHAI) - RO Shimla,District Sports Stadium for National Highways Authority of India (NHAI) at Ambala,Civil Construction,District Sports Stadium,Ambala,Himachal Pradesh,62251400,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-08 11:30:00,2024-05-02 04:30:00,2024-05-12,2024-05-18,2024-05-25,90,AWARDED
T347,B03,Municipal Corporation Solan - Works Wing,Sewage Treatment Plant for Municipal Corporation Solan at Panchkula,Water & Sanitation,Sewage Treatment Plant,Panchkula,Himachal Pradesh,14354936,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-10 11:30:00,2024-05-05 04:30:00,2024-05-09,2024-05-14,2024-05-21,365,AWARDED
T348,B04,Rural Development & Panchayati Raj Dept,Smart Metering System for Rural Development & Panchayati Raj Dept at Dehradun,Electrical & Energy,Smart Metering System,Dehradun,Himachal Pradesh,25685605,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-04-11 11:30:00,2024-05-06 04:30:00,2024-05-15,2024-05-22,2024-06-01,90,AWARDED
T349,B05,State Health Infrastructure Development Agency,Rural Road Upgrade for State Health Infrastructure Development Agency at Haridwar,Road Infrastructure,Rural Road Upgrade,Haridwar,Himachal Pradesh,157013900,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-12 11:30:00,2024-05-07 04:30:00,2024-05-14,2024-05-20,2024-05-28,90,AWARDED
T350,B06,Jal Shakti / State Water & Sewerage Board,Administrative Complex for Jal Shakti / State Water & Sewerage Board at Jaipur,Civil Construction,Administrative Complex,Jaipur,Himachal Pradesh,160121049,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-15 11:30:00,2024-05-14 04:30:00,2024-05-24,2024-05-27,2024-05-31,365,AWARDED
T351,B07,Education Engineering Directorate,Lift Irrigation Scheme for Education Engineering Directorate at New Delhi,Water & Sanitation,Lift Irrigation Scheme,New Delhi,Himachal Pradesh,117906889,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-15 11:30:00,2024-05-20 04:30:00,2024-05-28,2024-05-31,2024-06-09,180,AWARDED
T352,B08,State Electricity Board Ltd (HPSEBL),Substation 33/11kV for State Electricity Board Ltd (HPSEBL) at Shimla,Electrical & Energy,Substation 33/11kV,Shimla,Himachal Pradesh,124114969,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-16 11:30:00,2024-05-14 04:30:00,2024-05-20,2024-05-23,2024-06-02,540,AWARDED
T353,B01,Public Works Department (PWD) - Roads Division,Highway Widening for Public Works Department (PWD) at Solan,Road Infrastructure,Highway Widening,Solan,Himachal Pradesh,56261953,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-17 11:30:00,2024-05-09 04:30:00,2024-05-13,2024-05-20,2024-05-29,540,AWARDED
T354,B02,National Highways Authority of India (NHAI) - RO Shimla,Administrative Complex for National Highways Authority of India (NHAI) at Mandi,Civil Construction,Administrative Complex,Mandi,Himachal Pradesh,4312524,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-19 11:30:00,2024-05-16 04:30:00,2024-05-21,2024-05-24,2024-06-01,90,AWARDED
T355,B03,Municipal Corporation Solan - Works Wing,Sewage Treatment Plant for Municipal Corporation Solan at Dharamshala,Water & Sanitation,Sewage Treatment Plant,Dharamshala,Himachal Pradesh,21483993,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-22 11:30:00,2024-05-25 04:30:00,2024-06-04,2024-06-09,2024-06-14,180,AWARDED
T356,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Chandigarh,Electrical & Energy,Solar Microgrid 500kW,Chandigarh,Himachal Pradesh,138697388,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-22 11:30:00,2024-05-24 04:30:00,2024-06-01,2024-06-06,2024-06-09,90,AWARDED
T357,B05,State Health Infrastructure Development Agency,Rural Road Upgrade for State Health Infrastructure Development Agency at Mohali,Road Infrastructure,Rural Road Upgrade,Mohali,Himachal Pradesh,27239620,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-23 11:30:00,2024-05-27 04:30:00,2024-06-04,2024-06-10,2024-06-14,90,AWARDED
T358,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Ludhiana,Civil Construction,Community Health Center,Ludhiana,Himachal Pradesh,40398972,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-24 11:30:00,2024-05-20 04:30:00,2024-05-27,2024-06-02,2024-06-07,540,AWARDED
T359,B07,Education Engineering Directorate,Sewage Treatment Plant for Education Engineering Directorate at Ambala,Water & Sanitation,Sewage Treatment Plant,Ambala,Himachal Pradesh,21037849,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-25 11:30:00,2024-05-29 04:30:00,2024-06-06,2024-06-10,2024-06-17,540,AWARDED
T360,B08,State Electricity Board Ltd (HPSEBL),Substation 33/11kV for State Electricity Board Ltd (HPSEBL) at Panchkula,Electrical & Energy,Substation 33/11kV,Panchkula,Himachal Pradesh,87892888,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-29 11:30:00,2024-05-24 04:30:00,2024-05-31,2024-06-04,2024-06-08,240,AWARDED
T361,B01,Public Works Department (PWD) - Roads Division,Rural Road Upgrade for Public Works Department (PWD) at Dehradun,Road Infrastructure,Rural Road Upgrade,Dehradun,Himachal Pradesh,38626344,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-29 11:30:00,2024-05-24 04:30:00,2024-06-03,2024-06-08,2024-06-15,365,AWARDED
T362,B02,National Highways Authority of India (NHAI) - RO Shimla,Administrative Complex for National Highways Authority of India (NHAI) at Haridwar,Civil Construction,Administrative Complex,Haridwar,Himachal Pradesh,142299787,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-29 11:30:00,2024-05-31 04:30:00,2024-06-07,2024-06-10,2024-06-13,540,AWARDED
T363,B03,Municipal Corporation Solan - Works Wing,Stormwater Drainage Network for Municipal Corporation Solan at Jaipur,Water & Sanitation,Stormwater Drainage Network,Jaipur,Himachal Pradesh,95345278,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-04-30 11:30:00,2024-05-25 04:30:00,2024-06-01,2024-06-06,2024-06-15,540,AWARDED
T364,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at New Delhi,Electrical & Energy,Solar Microgrid 500kW,New Delhi,Himachal Pradesh,41065851,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-02 11:30:00,2024-05-27 04:30:00,2024-06-01,2024-06-07,2024-06-14,540,AWARDED
T365,B05,State Health Infrastructure Development Agency,Pavement Overlay for State Health Infrastructure Development Agency at Shimla,Road Infrastructure,Pavement Overlay,Shimla,Himachal Pradesh,80435140,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-03 11:30:00,2024-06-02 04:30:00,2024-06-06,2024-06-12,2024-06-20,240,AWARDED
T366,B06,Jal Shakti / State Water & Sewerage Board,District Sports Stadium for Jal Shakti / State Water & Sewerage Board at Solan,Civil Construction,District Sports Stadium,Solan,Himachal Pradesh,71627071,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-06 11:30:00,2024-06-03 04:30:00,2024-06-08,2024-06-11,2024-06-15,540,AWARDED
T367,B07,Education Engineering Directorate,Rural Water Supply Pipeline for Education Engineering Directorate at Mandi,Water & Sanitation,Rural Water Supply Pipeline,Mandi,Himachal Pradesh,177949664,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-06 11:30:00,2024-05-31 04:30:00,2024-06-09,2024-06-12,2024-06-15,240,AWARDED
T368,B08,State Electricity Board Ltd (HPSEBL),Smart Metering System for State Electricity Board Ltd (HPSEBL) at Dharamshala,Electrical & Energy,Smart Metering System,Dharamshala,Himachal Pradesh,162274549,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-05-07 11:30:00,2024-06-02 04:30:00,2024-06-12,2024-06-19,2024-06-29,540,AWARDED
T369,B01,Public Works Department (PWD) - Roads Division,Rural Road Upgrade for Public Works Department (PWD) at Chandigarh,Road Infrastructure,Rural Road Upgrade,Chandigarh,Himachal Pradesh,11723486,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-08 11:30:00,2024-06-04 04:30:00,2024-06-14,2024-06-21,2024-06-30,365,AWARDED
T370,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at Mohali,Civil Construction,Community Health Center,Mohali,Himachal Pradesh,134571060,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-10 11:30:00,2024-06-05 04:30:00,2024-06-12,2024-06-19,2024-06-24,90,AWARDED
T371,B03,Municipal Corporation Solan - Works Wing,Rural Water Supply Pipeline for Municipal Corporation Solan at Ludhiana,Water & Sanitation,Rural Water Supply Pipeline,Ludhiana,Himachal Pradesh,4857443,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-13 11:30:00,2024-06-04 04:30:00,2024-06-08,2024-06-14,2024-06-19,240,AWARDED
T372,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Ambala,Electrical & Energy,Solar Microgrid 500kW,Ambala,Himachal Pradesh,157582621,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-13 11:30:00,2024-06-16 04:30:00,2024-06-22,2024-06-29,2024-07-07,180,AWARDED
T373,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at Panchkula,Road Infrastructure,Highway Widening,Panchkula,Himachal Pradesh,121034570,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-13 11:30:00,2024-06-08 04:30:00,2024-06-16,2024-06-20,2024-06-28,180,AWARDED
T374,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Dehradun,Civil Construction,Community Health Center,Dehradun,Himachal Pradesh,30804367,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-15 11:30:00,2024-06-20 04:30:00,2024-06-25,2024-06-28,2024-07-02,365,AWARDED
T375,B07,Education Engineering Directorate,Rural Water Supply Pipeline for Education Engineering Directorate at Haridwar,Water & Sanitation,Rural Water Supply Pipeline,Haridwar,Himachal Pradesh,11029703,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-05-16 11:30:00,2024-06-21 04:30:00,2024-06-26,2024-06-29,2024-07-02,365,AWARDED
T376,B08,State Electricity Board Ltd (HPSEBL),Solar Microgrid 500kW for State Electricity Board Ltd (HPSEBL) at Jaipur,Electrical & Energy,Solar Microgrid 500kW,Jaipur,Himachal Pradesh,150263144,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-17 11:30:00,2024-06-14 04:30:00,2024-06-23,2024-06-29,2024-07-09,180,AWARDED
T377,B01,Public Works Department (PWD) - Roads Division,Rural Road Upgrade for Public Works Department (PWD) at New Delhi,Road Infrastructure,Rural Road Upgrade,New Delhi,Himachal Pradesh,116713952,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-20 11:30:00,2024-06-24 04:30:00,2024-07-03,2024-07-06,2024-07-14,540,AWARDED
T378,B02,National Highways Authority of India (NHAI) - RO Shimla,Govt Senior School for National Highways Authority of India (NHAI) at Shimla,Civil Construction,Govt Senior School,Shimla,Himachal Pradesh,98142729,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-20 11:30:00,2024-06-25 04:30:00,2024-07-03,2024-07-06,2024-07-16,240,AWARDED
T379,B03,Municipal Corporation Solan - Works Wing,Lift Irrigation Scheme for Municipal Corporation Solan at Solan,Water & Sanitation,Lift Irrigation Scheme,Solan,Himachal Pradesh,100110335,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-21 11:30:00,2024-06-21 04:30:00,2024-06-29,2024-07-03,2024-07-06,90,AWARDED
T380,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Mandi,Electrical & Energy,Solar Microgrid 500kW,Mandi,Himachal Pradesh,147722069,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-23 11:30:00,2024-06-17 04:30:00,2024-06-22,2024-06-25,2024-06-28,540,AWARDED
T381,B05,State Health Infrastructure Development Agency,Bridge Construction for State Health Infrastructure Development Agency at Dharamshala,Road Infrastructure,Bridge Construction,Dharamshala,Himachal Pradesh,109063914,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-24 11:30:00,2024-06-22 04:30:00,2024-07-02,2024-07-05,2024-07-14,365,AWARDED
T382,B06,Jal Shakti / State Water & Sewerage Board,District Sports Stadium for Jal Shakti / State Water & Sewerage Board at Chandigarh,Civil Construction,District Sports Stadium,Chandigarh,Himachal Pradesh,95713663,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-27 11:30:00,2024-06-28 04:30:00,2024-07-06,2024-07-11,2024-07-18,90,AWARDED
T383,B07,Education Engineering Directorate,Rural Water Supply Pipeline for Education Engineering Directorate at Mohali,Water & Sanitation,Rural Water Supply Pipeline,Mohali,Himachal Pradesh,100268996,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-27 11:30:00,2024-06-21 04:30:00,2024-06-28,2024-07-03,2024-07-13,240,AWARDED
T384,B08,State Electricity Board Ltd (HPSEBL),Smart Metering System for State Electricity Board Ltd (HPSEBL) at Ludhiana,Electrical & Energy,Smart Metering System,Ludhiana,Himachal Pradesh,84298380,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-28 11:30:00,2024-07-01 04:30:00,2024-07-07,2024-07-12,2024-07-18,90,AWARDED
T385,B01,Public Works Department (PWD) - Roads Division,Pavement Overlay for Public Works Department (PWD) at Ambala,Road Infrastructure,Pavement Overlay,Ambala,Himachal Pradesh,55839330,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-05-29 11:30:00,2024-06-27 04:30:00,2024-07-01,2024-07-04,2024-07-11,90,AWARDED
